tweet	label
@user @user Wallahi irin makuden kudaden da ake kashewa wajen yin aure a wannan zamanin tsoro yake bani sai iyita tunanin waini zan samu dama yin auren kuwa, koko dai sai fatan Allah yahadamu a daras-salam. Allah ka azurtamu kabamu daman yin aure. 🚶🚶	positive
kae jamaa kuyiya bakin ku in bahaka ba kunaji kinagani ku zaku shiga utar ita bata shiga wlh allh	negative
mu muna nan muna fadawa allah duk abinda yake faruwa	positive
@user Wlh sha,awa ce take cin admin dinnan 😂😂😂😂	neutral
@user @user Wlh nima dawisu ya birgeni fadar wannan gaskiyar Allah dai ya kawomuna sauqi wannan tashin hankalin dake damun mu mu yan arewa ameen ya rabbil alameen🙏🙏🙏	positive
@user Har sun wuce shatan MA Wayan nan😀😀😂	neutral
@user Tun kafin a san Pantami zai zama Mininster muke sayan Data 1GB akan N500 dga baya ta dawo N200, 2GB N500 da kuma 1.5GB N300 .Pantami baiyi achieving komai ba sai karya da yaudara. Ya tashi dga Mallam ya zama Malum-Malum Tirrrrr 😁	negative
@user Kae Baba ALLAH Wadae Kamar A Mulkinsa Aka Saukar Tirrr❗	negative
@user Allah ubangiji yatsinewa Wadai din dayayi, kainifa nafara zargin buharinnan koshiyasa yace arewa akoma Kona🤔	negative
@user Mafi yawancin su basu shirya zaman auren ba chart da bacci yake kaisu gidaden auren ba raya sunna ba 👆	negative
@user Niban gane irrin wannan abunba ya mutun bazai je yasatoba baba ya sato azo har gida asace 😡😡😡😡	negative
exactly auntie rahama️	positive
@user Nafi tsoron chizon sauro fiye DA kowane Abu.😢	negative
@user Toh yan Kaduna tsahon watanni an hanaku ku fita ku nemi kuɗi, toh yanzu dan abinda kuma samu na dan kwanakin nan shima ance sai kun kawo shi. (Ga mari, ga tsinka jaka) 🤔🤔	negative
allahumma afuwun tuhibbul afuwa fafu anni allah ya biya mana bukatunmu na alkhairi allah ya bamu zaman lafiya a kasarmu nigeriaallah ya gafartawa iyyayenmu allah ya shiryarda shuwagabanninmu allah ya shiryarda malamammu allah ya hadakan iyen nigeria allah ya gafartamana	positive
kai ko arramma ndume wayar talikai ne damuwar ka ina laifi ka baiwa gaunati shawara a rage wa yan majalisa alawus din da kuke karba anan za a fi tara kudade ai	neutral
bbc is feminine please bbc zata kawo muku instead of zai kawo muku	neutral
@user Ya Ubangiji Allah ka kawo mana karshen wannan musibar 😢😢😢	positive
allah bai haramta ba sai wani kamfani	neutral
@user Thou ina ruwan mu Shin wai ku miyasa kuke munafukai ku mi kuke rabawa ne?🙄	negative
@user 🙄🙄 kae wannan fah da gaske yake yi Amma nima daga yau kin Kira ruwa Dan sae na fi NCDC kula da ke 😍😍😍	neutral
mu bawata corona ce ta damemuba kumana batu akan boko haram	negative
@user Kai JAMA,a wannan wani alamun yada mana wannan annobar wlh bandi.lfy na klau😲😲	negative
@user A film village zaiyi takarar ko 😞	neutral
dan uwarsu sai da lokacin mu yaxo za a soke wannan shine matsalar spill over	negative
@user Mheeeeeeeeeeeeeeeeeeeeeeeeeeew Kaji Karambani Baku Magance Nakuba Amma Wai Zaku Takaimakawa Wasu, This Wouldn't Make Sense 🙄🙄🙄	negative
@user Kutambayi yan Maiduguri zaku samu 😂😂	neutral
to ku bamu labari	neutral
@user hajiya RAhma Allah ya gyaramu duka to🤚	positive
@user Kada wandah ya zagai.Kuka zaiyi.Haba😏	neutral
@user Ahhhh❗, gaskiya ya kamata, sai su bada himma🙄	positive
@user Allah zai saka musu 😔	positive
bamu iya turanci ba	neutral
@user Ba ya tsada😁	neutral
@user Babban sako shine muna so ya bi ta hanyan kaduna to kano express way 😃	neutral
@user @user A wanke da kyau fa😂😂😂	positive
manchester ta shiga ita kadai ake magana‍️‍️	neutral
@user Kace ba iya nigeria bane!😊	neutral
@user Su gobara Manyah!😂	neutral
@user Dan ubanku wa kuke so ya hau..... yen iska.😏😏	negative
@user Bbc kuna sane fa kuke samo irin wayannan hotunan😂, ka duba ya wani leko irin yana mana kwalelenmu din nan... Bbc kenan😂	negative
anday raina arewa walahi bbc kufada da turanci manadan musan da kowa kuke bakuzabi yareba	negative
@user God Bless Nigeria And Her people! Da bakinta kamar nawa😎	positive
@user To dakadan da kadan kimar mata dai nata raguwa a saudiyya.👌🏻	negative
@user Ga wata karuwar nan @user 🤣	negative
@user Allah yasa ayi juyin mulki a Nigerian Kowa ma ya huta 😏😏😏	negative
ya akayi suka sani oya ku fadamun	neutral
@user Na tayata murna sosai, domin kuwa a dai dai loƙacin da ministan harkokin mata na ƙasata Najeriya mista Pauline Tallen, ke warkewa daga chutar korona, chutar tayi sanadiyyar rasa ran mahaifi ga ɗaya daga cikin abokaina. Allah nake roƙo daya gafarta masa yakuma karemu daga kamuwa😷	positive
@user Duk da irin talauchin da take fama dashi Sumayya tana chan tana ta faman kariyan soyayyar'sa agurin masu kudi 🏣 da diyan masu kudi 🏣 Amma da wannan mah'mood zai saka mata akan 5million🤷🤷 wllh naji dadin hakan da ya aikata mata	negative
allah kawo sauqi wannan qasa tamu	positive
@user Koma ubanwa xe nada yaje yayi ta nadawa... yanxu dai kano munsan babu wani sauran me daraja😞😕😕	negative
@user Hmmmmm ayidai mugani intusa zata hura wuta😒🙄	negative
muna goyon bayesu sosai akan hk	positive
yanada kyau saboda halin ko ta kwana	positive
ah dama bamuyi tsammani jin wani abu dg gare ka b bnd wnnn sbd kae shugaba ne baza ka goyi bayan taaddanci vh aekin bnxa hk kake so muce ko rrr wollah ace mum bbu abinda ya iya sae duba lpr shanu	negative
"@user @user Naji dadin wannan shawarin naka @user Allah Yabada ikon aiki da wannan shawarin🙏 Tabbas idan akayi hakan kham za'asamu sauqin wasu abuvuwan dayawa """"""""Insha Allahu"""""""" Allah yamana Jagora🙏."	positive
@user Duk suna Nigeria.. Katsinawa da sakwatawa sun aure su😂🤣🤔	neutral
@user Anbashi daloli kenan 😂	neutral
@user Ba kalaman sa kawai ba, shi karan kansa munyi Allah wadai dashi, kuma muna roqon Allah ya gaggauta tarwatsa rayuwar sa tunda baida imani balle tausayi.😡😡	negative
@user A dai duba. A dawo a karasa a bamu (Liverpool) kofin mu. 🙏	neutral
wayyo allah kudin mu shikenan allah ne kadai yasan iya makudan kudaden da zaa kashe a banza	negative
@user Toh shima yasan baya Kan gaskiyane ai🤷🏻‍♂️	negative
habawa yau baa magana director nayi matukar farin cikin yanda rukayya ta sille mahmoud he was annoying	positive
@user Da fatan ta ci nasaran daukan hoton 😀😢😭	positive
@user Abun dariya wai Shan rake da biredi😀	neutral
@user Aah danwake aci😂🤣😅	neutral
@user Kajifa dan Allah, kaikace shikadai keda gidaje a Nigeria 🤔	negative
@user @user Ba wani abu haka mulki ya ke Allah ya ba shi ikon sauke nauyin da ya dauka amen 🙏🏿	positive
kar ya yarda a cuce shi ya kafe sai inda karfin shi ya kare	positive
@user What's your actual years sakani da ALLAH ? Karya zagin Allah😒 #AskRahama	neutral
@user Bansan me kika ce ba bazan iya liking ba gsky.🙌🙌🙌	neutral
@user Tabar wawa da bahi🤣	negative
@user Barka da jumu'a king👑 ! Allah ya ba mu albarkar cikin ranar. Allah ya kara kare mana kai ya azurta ka da ci gaba da samun nasarori	positive
@user Hajia Quarantine muke fa🙃	neutral
@user Yin fashin baki akan komai!😁	neutral
@user Yakusa tafiya ai, the fastest ramadhaan I've ever experienced wai har ankai 20😢	neutral
@user I travel to Kano specifically because of the filmand I watch the film MATI A ZAZZAU and the film is very interesting and very educative keep the good work @user sai ma kindawo gida xan Baki lbr yadda abokina yaringa mafarkin film din 😂😂😂 @user	positive
@user @user Amin Sarki Muma Kaine Qwanin mu. 😊😘😍	positive
@user kawai u de follow @user ama kai banzane 😂😂😂	negative
rayuwa yakeyi wlh sabo da akwai lauje cikin nadi babu t yadda zaa ci gari d yaki se hadin bakin yan garin dan haka ayi kokarin gyara in kuma b haka ba akwai hisabi	neutral
@user @user yar kasuwa wato baki so a daina kallo kenan. 😂	neutral
@user Idan angaishi kuce bashi bane🙄	neutral
@user @user @user @user @user Wai yaushe za a daina maganar gurasar nan ne?😣😣😣😣	neutral
@user Wnn hk yake hajjaju 😘💯✨	positive
@user 🤣🤣🤣yanzu kam kowa yayi ta kansa Allah ya rufa muna Assiri	positive
@user Baxiyara mukeso ba ataimake mu da tsaro plz🇳🇬🇳🇬🇳🇬	neutral
@user Ajjiye Abunka kayi taji baka da matsala😂😂	positive
ina mika sakon gaisuwa agareka sarki bisa rashi da akayi maka na mahaifinka allah ya baku hakurin rashi	positive
@user Ni fa har yau ban ji ya ce komai game da kisan fiye da mutum tamanin 'yan Zamfara ba 🤔	negative
@user A kara Hakuri kuma a cigaba da wanke hannu idan anji yunwa a sake wanke hannu, a kuma kara hakuri. 😁😁	negative
sai uban cin bashi amma ba abunda aka tsinana wa talaka banda talauci da kashe kashen rayukan alumah	negative
@user Hakan yadace ayimasa👍good job governor of KANO	positive
@user A fada sunan su da yan uwansu mana in ba tsoro ba. 🙄	neutral
@user I love u more for that sef inason mutum that he has respect for his religion and our noble prophet s.a.w da kuma idan aka fada mishi mistakes nashi ya karba hanu biu biu may Allah s.w.t forgive us all🙏🙏 Allah ya kara daukaka	positive
original baba buharin mu dai ya fi kyau	neutral
@user @user Indai Al'aurarsa yakama ina ruwanmu???🤷	neutral
@user @user Allah yasa allheri cikin auren nasu ameen ❤️❤️	positive
@user Arewa ba shugabanci ko kadan, haka za ayi ta kashe mana mutane kuna kallo👀	negative
✓establishment of frsc nde ndlea nalda ✓abujakano express way ✓creation of states ✓abuja as fct ✓establishment of copyright law etc general allah ya kara lafiya da nisan kwana aameen	positive
@user Allah yasa haka itace mafi alheri, kuma Allah bashi lafiya🤲.. Aameen	positive
@user @user @user 😂 haha nagaba yayi gaba nabaya sai labari yarinya yar yayi	neutral
@user @user Kaci kaza a mota, ka kawo ma yara tsaraban yalo 😂😂😂😂🤣🤣	negative
@user Karamarsu babbar su u always looking smile 👦 alhmdlh	positive
antina ansha kyau	positive
gaskiya kunsa naje hira wajan budurwata kachemin wlh labarina zata kallah wai saigobe kai	neutral
chan ta matse musu daman duk yan taadda ne	negative
@user Hmmm shiya in allah yace zaiyi abin sa dan uwar mutin fa ba yadda zai yi amma akwai allah yasan gaskiya kuma ya na nan amada kata 😭😭😭	negative
@user Wallahi Kuwah. Kawai sai kiji kin fall in love da Ni. 😂🤣🤣😍😍😎	positive
@user Naija ana harka😂😂	neutral
ga gawuna nan a gefe sai gyada kai yake kaman karma	negative
@user Wanann I rai nine mai girma gwamna guda kuma mai ci ayanzu Ina ma’ace wanda ya saukane 😡😡😡	negative
@user @user Ki tura magabata ayi magana kawaeee ✌️✌️✌️	neutral
@user @user Kai ai ka cinye buhu guda already lol. The choice are for @user don shine bai taba cin gurasa ba 😂	neutral
@user Ehhhhh 😂😂😂ana yi muna kallo, muna ciki muna Shan limca😄	neutral
wlh first time daya burgeni kenan	positive
@user Zakuci naman baba lale ko 😂	negative
@user @user Muna masa sannu da zuwa da fatan Allah ya kara hada kan shugabannin Africa dama duniya baki daya 🙏🙏🙏.	positive
@user Kaji dan tsiya, wato shidai Trump so yake kan yabar office yatabbatar wasu sunji jiki 😂	negative
@user Masha Allah Manchester United Bakuzo abanza ba Congratulations Zaku Rageta da wannan ma 😁😁 https://t.co/mh7SVwyl7o	positive
@user Innalilahi wainnailaihi rajiun 😭 Allah yabashi aljannatul firdausi 🤲🤲	positive
yayi abin kirki kwarai dagaske yau kam fita tayi rana	positive
क्षओएरओ ओटटओर ashe baki da mantuwa	neutral
@user Daman a Argentina akwai duwa tsu 😜	neutral
wannan daga ganin idonsa dan uwa nane	neutral
aa wannan ba gaskiya banebaba ganduje ne ya siyar	neutral
@user Kai wannan lafiyarsa kua😲😲	negative
nice one directe gsky wannan episode din zaiyi kyau	positive
@user Ashedama sunusi yayi gadon rashin da'ah ne 🤣🤣	negative
@user @user Tabbas Gwamma El-rufai jajirtacce ne wajen ganin an sami zaman lafiya a Kaduna state da ƙasa bakiɗaya 🙏🏻🙏🏻🙏🏻	positive
@user gsky hirar nan tae dadi Allah ya taemaka🙌🙌	positive
@user Kuda China duka Yan iska ne 😅🤣	negative
@user Allah yajikan malam jafar Allah ubangijin Allah kakai haske kabarin malam jafar😭😭	positive
@user Kinga Ni ko rahma nayi matukar bakin ciki😠 da Naga wanan hotun Nan kina jamana zagi a matsayin ki n musulma tun Muna damuwa har mun sallama ki Amma abin takaici shine abin ya tashi daka kanmu ta dalilin ki anyi batanci ga fiyayyen halitta Annabin Muhammad S A W 😭😰😥😢	negative
‍️na shiga uku	negative
@user Allahu Akbar 😭 Allaah yajikan mata!🙏🏼 Gaskiya, ba karamin taimako kikayi mana ba, Allaah dai yasaka miki da gidan aljannah.🙏🏼😩 Mungode kwaraiii	positive
rahama follow back ban son wayo	neutral
@user Hmmmm Yariya Kin Kama Gaibu😂 Ruwa kike tsulundum🤔 Duk da shi Yafiki Shiga Rudani https://t.co/i7izullnPD	negative
ya allah ka kawo mana ƙarshen wannan balai	positive
@user Tell ɢᴏᴏᴅ👍 world or silent 🤐 Kuce Allah yadawo da shi lafiya just	positive
@user BBC hausa wanne irin headline ne wannan 😾 Cewa zakuyi Meyasa ake tsangwamar masu Abaya a kano 👌	neutral
@user BBC Hausa sunkoma tallan maganin ma aurata 😂	neutral
@user 😅 Kaaai Alawadaran naka ya lalace	negative
hmmm allah kaima ya kulleka kamar yanda kakeson a kulle mu dan bakar jaka	negative
fitilar sharri koh bah batir kina kai safiya	neutral
@user Gaskiya ba laifi Alhamdulilah ❤️	positive
@user ko ya mutu Sai an daureshi😂	negative
@user Mu en Wiwi ne ba cigari ba, take note😓	negative
@user 😅😅😅ALLAH YA KYAU TO MUMA NAMASTEE	positive
innalillahi wainnailaihir rajiun allah mun tuba kayafe mana allah k tausaya mana badin halin mu ba ya allah ka kawo mana karshan wann masifan	positive
@user Sai wata rana⭐⭐⭐⭐⭐	neutral
@user A kwai wainar fulawa😂	neutral
@user Zan bari ya sadu dani saboda inhaihu dashi,kaga nahuta da hidiman kudi. 😊😏	positive
@user Dan allah kiyi. Na tuna time dinda kika shigo kannywood self😂💔. Talk less of 10 years😂😂😉	neutral
ku kuka zabesu allah yakara gobe ma ku kara	negative
@user 😂😂😂 Walahi mun shiga aikin kwadago, yanzu nake ganin yadda ake ta karanta maka bulughul Kurra. CR7 ne malamin ta a yanzu haka	neutral
shadanin yaron nan zai kwace twitter	negative
@user Ke ba ko kyau gareki ba sai tsabar iskanci shashasha kawae😠😠😠	negative
@user I love this app acigaba da gashi😂😂	positive
@user Kannywood for atiku how market nah🤣😂	negative
sadau yanrinyan mai kyau ina zanki	positive
@user @user @user 🤣🤣 Mal. Tsalha muguwar camera📸	negative
fatan alkairi a duk inda kake mai gida allah ya kare mana kai ya yayemaka damuwa ya kara maka masoya i stand with you saira	positive
oversabi da ya mutu ai dan shegiya	negative
@user ko kanwar uwarka ce sai taci uwarta a lahira😠 hoto daya mai tattare da barazana uku da wasu dakikai suka kasa ganewa, (1)barazana ga Addinin musulunci (2)Barazana ga hausawa (3)Barazana ga iyayen da suke da sha'awar kyale yayansu suyi film, retweet if am right pls👏 https://t.co/8Xv6BTia4U	negative
@user Inda nake godewa Allah mutuwa tana wuyan kowa Wanda kakashe watarana kaima xaka inda katurashi .kuma kajawa kanka masifa Dan daka kyaleshima seya mutu to mene na garaje...duk merai mamacine ko wanda beyadda akwai Allah ba ya yadda mutuwa gaskia ce kuma kowa xaman jiranta yake😭😭	positive
@user I think so. And he gather and rally support from industry. Munafukan sai supporting dinshi sukeyi saboda ita bata da uwa da uba a industry😥	negative
@user Noma mafarin girki🙄	neutral
@user Kafisu shi yasa sai sarki ali Allah ya qara daukaka😍😍	positive
@user Qarya ne wannan yahudanci ne kawai😎 @user	negative
@user Kuche mai ai bai wuyar gani yana cikin Duniyan nan da ranshi 💯% sure. Ni ko milyan biyar ta isan.	neutral
@user Ina bindigar da ta harbe su da ita? An ce an rufe boda amma ana shigowa da ƴar banzar coronar nan bindiga ta ɓarauniyar hanya saboda rashin bin doka🙄	negative
@user Rahama turomin lambar ki mana 😀	neutral
ya allah ka kawo ma wadannan bayin allah dauki	positive
@user Allah shisa kat in mance dan saina dauko selhi din tagguwata ta sallah😂😂	positive
@user Toh😲 wata sabuwa inji yan chacaha	negative
fassara mata da hausa kawai alaji	neutral
@user Na zaune Bazaii iya bah 😂 🤣	neutral
@user Saboda qaryace babu tin Asali, ana fakewa ne kawae da Guzuma a harbi Karsanah..🤓	negative
@user Allah ya kyauta ya kawo mana karshen wannan tashin tashinar a africa 🌍 bakidaya	positive
wato wanko jawabin yayi wash	neutral
@user Ai zuwa Zance ne matsalar kaje ka tura soja kace in sallama da wance 😂😂😳😩	negative
@user kenan yan xu yana son abun yazama na gske 🤔	neutral
masu kukan ramadan zai fita nan fa naji muqus daga cewa akwai sauran daya me akai da maza how market naaa	neutral
@user Sarkin Yan film😀	positive
@user ALLAH ya kara miki kaunan shi da ikon kulawa dashi har ALLAH ya rabaku lfya mukuma ALLAH ya jikan namu baban 😭😭😭	positive
@user @user Za kusa ya sake kuma wa UK🇬🇧 duba kunnen sa koh🌚	neutral
@user Ya kaii su ina 😹😹	neutral
ya yabawa banza dai	negative
@user @user Inada wadda zakuyi hira da ita a 🇺🇦 Ukraine	neutral
bahaushe yache tsuntsun daya ja ruwa shi ruwa kan doka in banda asara irin taku a matsayinku na yayan musulmai hausawa ache wai mace baliga tazo gaban wani da namiji tayi tsirara innalillahi wai a haka kuke claiming wai tarbiya kuke bayarwa ga irin tanan munga irin tarbiyar	negative
to kada ka sauka mana akwai ai	negative
@user Yo ai hikenan tunda ya gaji da zaman kwarantyne din 😏	negative
ok munji wannan me sukace gameda wadanda suke kashe mana mutanenmu a kullum anan arewa su banditsbokoharam suma makiyane ok idan makiyane me yasa aka basu kulawa ta musamman su na farko an basu kudi da gidaje domin su daina kisa na biyu har kasan waje ake shirin ciresu	negative
@user @user End of the film. 👇👇👇 By MD Ukasha saira Oga Alla yakara lafiya da basira. Nafara kallon hausa movie ne akan shirin labarina💖💖 https://t.co/uo63ohz5dJ	positive
@user Sheggu sai jinsinsu kawai suke Aura 😩	negative
@user Duniya kaji da yawa 🤔	neutral
@user Allah ya kara lpy 👏🏾 ameen	positive
@user @user She Kallabin kawai wuya yake rufewa ne 😁😁	neutral
@user Masu suna rahama are very special ❤️	positive
@user Mu da muke Kd fah ? 😔	neutral
@user Uwar me za'ayi da ita 8.2trillion din🙄	negative
hmmmmmm saiyau kikasani aini tuni nayi nan ‍️‍️	neutral
dama ae duk qarya ce mu mun sani	negative
@user Da mu yake kwana da mu yake tashi ma ai 🙄💔😂	neutral
@user 😅😅😅😅😅😅 kasa ta nigeria	neutral
@user Dama lokacin ta baiyiba ne 👍🏻	neutral
@user 🤣🤣🤣 saboda kudi ko	neutral
@user @user @user Wannan ai yaqe yake ba dariyaba😂😂😂	negative
wannan haka ya ke	positive
@user Allah yatsaremu Dawannan Rashin Hankalin🤭🤭🤭	positive
@user Kuka gidan Aljanu😁	neutral
mudai a hannun hagunsa muka ganshi lol	neutral
@user @user Yayi Kauran mata 😂	neutral
@user @user Elites doing elites stuffs... Toh ba xai sauka ba sai tuwonti tuwonti Tiri ehe 😏	neutral
@user Hakuri shine maganinta ai😂😂	positive
@user Aunty rahama ynxu haka ko kudin Buda baki da na data bani dashi wanan mulik ae mun dae gode kwae 😭	neutral
@user Wlh yanzu zai sa bawan Allahn nan ya fara yawo zaice zai rakashi dama an jima baa tafi yawo ba🤣🤣🤣🤣🤣	neutral
@user @user @user @user Tappp anyi awon gaba daa Taska 😂😂😂	neutral
masha allahu fa dakyau	positive
@user Allah yasaka ma Mal Nasiru da alkhairi🤲🏽	positive
@user Allah yakawo muna zaman lfy akasanmu baki daya🙏🏻	positive
tabb wani aikin sai dai shuga wasu kasha shan amma banda tawa	neutral
sabi da shanun mu sun kusa karewa	neutral
@user Mun shiga uku. Yanzu haka zamu tashi a tutar babu? Wannan ai shine hotiho😢	negative
@user @user Da Naijeria ne...Yan Maula Sun tareshi.....Suna aikinsu🤣🤣🤣🤣	negative
@user Amma kaikuma Malam Aminu irin wannan ai da wuri ake sanarwa muna a gaban TV sai kawaii ganin mukayi komai yakoma baya Allah ya kyawta 😟😒	positive
@user Aunty kinyi kyau, Amma fa d an ganki ansan b indian bace ke😑 Kash!😂	positive
@user Wata miya sai a makwabta! Kasata NIGERIA ita yaushe zata fara nata tallafin covid-19?😂	neutral
@user R.I.P Yar adua 😢😭	positive
@user Wallahi na katanta yafi sau biyar na zata kodan daga bacci na tashi ne😊	neutral
@user Wa yake ta shagali biki a wannan Hali da ake ciki💔. Allah ya basu zaman lafiya.	positive
@user Ahtoo abi liman ko a chanxa masallaci😂 https://t.co/ebmA15jm9h	negative
@user Kace tazargaje na aiki😎	neutral
@user Ruwa kusa da Kada🐊	neutral
@user To Ana damfaran manya to Ina ga kuma Yara! 💪	negative
@user Zulum bakomai Allah kayimusu ga fara😭😭😭	positive
@user Kullum tunaninta mukeyi indai uwa ce, bamuda ranar da munka kebe don tunawa da ita 😎	positive
@user Kunci bayan sundawo dasu 🤔🤔	neutral
@user Karuwanci salamu alaekum ba 😎	negative
@user Da Najeriyar da wanda yasaki labarin duk ubanku yaci uwatai😡	negative
@user @user @user @user @user din ma disappointment ne ko @user ? Vanity upon vanity knan. I am a loyal fan ki xo arsenal akwai space wallah😂😂😂	positive
nigerian yafi dadi	positive
@user 😂🤣 anayinta a kano😂	neutral
@user Duk girman gona...ta garinmu tafita😅	neutral
@user Yau kwana uku na sayi nawa 26000 wallahi😭	neutral
@user Hakorin Murnan hawan buhari Mulki. shezeyi ehun achire shi😂😋😋	neutral
@user Allah Yakara mana son Annabi Muhammadu (S.A.W)💗💗💗	positive
gwara masu cire shi wlh domin bbu wani abun arxikin da yake yi a nigeria wlh	negative
@user kuma shugaban talakawa na Arewacin Nigeria amma ashirin Dadin everybody 🤣🤣🤣	neutral
happy sallah washa beby	positive
@user Wai wannan baiyi Ritaya ba 🤔	neutral
@user @user Hmmm 😂😅🤣aiki aiki	neutral
@user 😂😂 Allah sarki to dama bamuce boyewa sukayiba sacewa sukayi	negative
@user 😂🤣Allah yaba da sa a, inyamura..... Amma ku kwana da sanin Wlh Kuna saka rayuwar Yan uwan ku a arewa a halaka	positive
@user Ya salam😭😭 Allah yayi maki zabi na alkhairi Ameen Allah ya baki lafiya Ameen🙏🏼	positive
bashida wani tasiri a nan domin basusan darajar abin ba	negative
shikenan an daina komai	neutral
@user Duniya juyi juyi wae Tsoho Sarkin kano😂🤣🤣🤣	neutral
allah ya taimaki musulunci da musulmaika rusa kafirci da kafirai	positive
@user Muna fatan Kar yadau shawarar Wannan Sokon Manjo 😏	negative
@user Innalillahi wa'inna illaihir raji'un Ubangiji Allah Muntuba Allah ka gafarta mana Ka kawo mana Dauki daga wannan Annobar Cutur Ya Rabbil Alamin 😭😭😭	positive
@user @user Allah ya kaimu muji daga bakin boss.🤔🤔🤔	positive
@user Ko da mai kazo Anfika 💯	positive
@user Toh zaman mai kikeyi a wajen😏	neutral
wow zaren yayi kalar yard din ubangiji allah ya sanya alkairi	positive
@user @user Nifa naji qamshin Suya, ya fita joint 😂 #StayHome Alhaji Umar 😝	neutral
@user Toh fah!!! 🤔🤔🤔 wannan wane irin hauka ne kuma? Gaskiya yakamata a tabbatar an dauki mataki a kansa	negative
@user Aifa Allah yaimana Bama nema agunsa. 🙏🏻	positive
@user @user @user @user Haka yake nufi 🤗🤗	neutral
@user Ku kunsan komai ai bukola 🤐🤐	neutral
yy kyau tafara gani sakamako tuna duniya	positive
@user 🙄🙄🙄 Bai kamata a jefa mu cikin firgici da zulumi ba a gaskiya.	negative
@user Masha Allah Yayi daidai Allah yasamudace🤲🤲🤲	positive
@user Allah ya kara daukaka da girma🙏	positive
wai ina waenda akace suna so su kashe buhari lokacin da ya fara tafiye tafiye me kuke jirasuyi suicide kawai wanda ya shirya tafiya sai ya tafi dan banza‍	negative
@user Ba rami mai ya kawo maganar rami🤷‍♂️	neutral
@user Kai 🤦🙅 Aida ku Gama da kafiran	negative
@user Allah yasa muyi kyakkyawan qarshe 🤲🤲	positive
@user Tinda naci shinka yar gwamnati yau 😁😁	neutral
@user be like. Ni ku kyale nii 🔥😂😂	neutral
@user Saboda sun fito final shi yasa aka tuna da su ko😂😂	neutral
@user Tohhh tsula karyarka tabachhee wlh kabarkarya kaji yarona 🗽🗽🐒🐒🐒🐩🐺🐆🐅🤭🤭🤭🤫🤫😪😪🙉🙊🙆🙆🙆	negative
@user Masha Allah hajjajuna allah dae ya nuna mana naki lpy domin a ranar zatafasheeeee🤣🤣💃💃💃💃	positive
@user Ya koma kaduna kawai yake kunnosu musu wuta daga can 🤣😂	negative
karya suke k suke mana hassada kuma se munci insha allah sedai su mutu	negative
@user 😂sinanan masu seda, Sha take aiki yanxu 👀	neutral
@user Wai mutane mike damunsu duk mutumin da Yayi suka kan Annabi (S.A.W) Ya Allah kawala kantashi Duniya da lahira🤲	positive
@user Alhamdulillah 🤲🏼 Allah yakara murkusaman su albarkar annabi da alqur'ani	positive
masha allah yayi jagora	positive
@user Wow 9ce ranar birthday 🎊 dina knn toh allah ya kaemu lpy gsky na qagu naga wannan ranar	positive
yauwa allah yaqara thona masu asirinsuyeah	positive
buhari ya bada umarni a bude boda bamu iya ciyar da kan namu ba mun sha wahalar banza allah ya isa wlh	negative
@user @user @user “Haka naga daman yin sallah ta” 😂🤣	neutral
@user Mun koyi kallon dadin da kwana casa in da labarina da ammasco libricant😜🤩	neutral
allah yayi mana maganin wannan cutar	positive
zatakai kamar yaushesanan karatun mu yazamuyi	neutral
@user @user 😂 😂 😂 😂 Allah @user ka raina mu, so kake mu karasa kenan. Shekaru 5 da dori amma shiru, saika nemi ka sake raina mana hankali. Anki ayi hakurin	negative
banda rashin kunya ma lokacin da rabiu kwankwaso ya nada sunusi lamido ai presidency basa so amma saboda basu da hurumi hka suka hakura sai yanxu saboda rashin kunya wato buhari aka raina kenan koh	negative
@user Allah yakaro daukaka anty na Rahama🙏🙏 https://t.co/51seoXrXHC	positive
@user Malam idan zakayi Hausa kayi fah dan mu wannan ba burgemu zaiyi ba🙄	negative
@user Na yaushe kuma.. ai mu yanzu komai mun gani Buhari Allah dai ya ida lafiya😏	positive
@user Bama yi Ayy siyasar ba gado bacce...🙄🙄🙄	negative
@user Allah ya gafarta wa musulmai Amin 🙏	positive
yawwa gaskiya tayi halinta	positive
allah duk wanda yakawoma musulunci wannan allah kayimuna maganin su bakidaya	positive
@user Akawai kunyar katshe 😂	neutral
inaga saidai zunubi mai gudana allah ya karemu daga taimakekeniya cikin yada alfasha	positive
@user Soja marmari daga ne! Na gwamna ga rawa ga yaki😎	neutral
@user @user Kema dae kinga raenin hankali ko wadda taci dabino na 'yan gudin hijira sae abincin yara ya gagaerta ci 🤔🙄😬😳 Allah kana gani	negative
@user Tsinannen mahadin shia ya fito kogo kenan😀	negative
@user Karshen munafurci yakare a siyasa 🤯🤯🤯	negative
@user Àllah yasa haka yazama Alkairi ga kasata Nigeria 🇳🇬 Amine	positive
@user @user @user @user @user 😂😂😂😂😂 Mufa a kudu ba'a Kiran Rano da sunnan sa hakkan nan, Sai dai ace Alhaji Rano	neutral
@user M'y love Rahama sadau💓💕💖💞💟👍 https://t.co/QFPKRxxYK6	positive
allah sarki mutumin kirki	positive
@user Ko kureni garinmu ba🙄🙄	neutral
mulki da ilimi babu jahilci aciki allah yajikansa darahama amin	positive
@user @user Ruwa cikin cokali ya ishi mai hankali wanka, ki kama su Ali Nuhu fa kawae😂😂	neutral
ai democradiyyar nigeria musamman ta mulkin mal bukhari mai nasara	positive
